213
-5.000000,-5.000000,-1
0.187892,0.099277,0
-0.114414,0.026251,0
0.402740,0.309218,0
-0.333692,0.726125,0
-0.073884,0.856673,0
0.074276,-0.449860,0
-0.234023,0.508787,0
0.338530,-0.722352,0
0.777033,0.217745,0
0.093523,0.595698,0
0.215945,-0.323846,0
-0.031152,0.385966,0
0.260750,0.391448,0
-0.542543,0.386463,0
-0.306005,-0.915958,0
-0.646687,-0.257803,0
-0.687687,0.533100,0
0.408490,-0.752991,0
-0.175775,0.816718,0
-0.150402,0.774676,0
-0.681490,-0.388565,0
0.280057,-0.332023,0
-0.550777,0.820583,0
0.628733,-0.136098,0
-0.499959,-0.102398,0
0.278688,-0.678510,0
-0.447773,-0.165269,0
-0.106313,0.539686,0
0.583950,0.252620,0
0.862612,-0.257097,0
-0.063274,0.027734,0
0.033866,0.301424,0
-0.506192,0.433538,0
-0.299275,0.071281,0
-0.406362,-0.334541,0
0.396046,-0.858377,0
0.175738,-0.053478,0
-0.694187,0.258777,0
-0.110876,0.163359,0
0.647696,0.444220,0
0.660425,-0.259537,0
-0.365780,-0.491918,0
0.143306,0.578726,0
-0.320178,-0.530404,0
0.488731,0.682260,0
-0.530334,0.571733,0
-0.749873,0.616942,0
0.640575,-0.528690,0
-0.558094,-0.138533,0
-0.086874,0.138084,0
-0.001328,0.275274,0
-0.510091,-0.617806,0
-0.512238,0.372109,0
0.228327,-0.513736,0
-0.169119,0.400328,0
0.257191,0.114881,0
0.645180,-0.276585,0
-0.057589,0.548771,0
0.662499,-0.378195,0
-0.410898,0.467216,0
-0.108157,-0.083104,0
0.044210,-0.062217,0
0.091024,-0.031446,0
-0.077068,-0.035324,0
0.055150,-0.007045,0
-0.033779,0.049066,0
0.044954,-0.033716,0
0.008785,0.016895,0
-0.061655,-0.023085,0
-0.051274,0.054634,0
-0.004175,0.064646,0
-0.003343,0.069586,0
-0.064487,0.012217,0
0.042168,-0.009972,0
-0.061495,0.059835,0
0.071795,-0.015260,0
0.058733,-0.029135,0
0.078178,-0.014786,0
-0.005335,0.062592,0
0.009049,0.027976,0
-0.065931,-0.005381,0
-0.000287,-0.049496,0
0.035360,-0.044950,0
-0.016310,-0.036612,0
-0.042361,-0.059942,0
-0.016453,0.013881,0
-0.029308,0.059849,0
0.024180,0.068275,0
-0.054508,-0.003813,0
0.013252,-0.011876,0
-0.060767,-0.009080,0
-0.000731,0.048211,0
3.188203,-0.476377,1
2.610067,0.787375,1
2.377023,0.498033,1
3.423791,-0.039296,1
2.923991,-0.262388,1
2.407337,-0.015134,1
2.425059,-0.206822,1
2.826876,-0.241459,1
2.918826,-0.829600,1
2.932853,0.719728,1
3.471940,0.322667,1
3.266172,0.207763,1
2.916963,-0.636281,1
3.020822,-0.491739,1
2.844004,-0.078753,1
2.387269,0.784515,1
3.593510,0.125884,1
3.592140,-0.371411,1
3.733854,0.184758,1
3.411849,0.516665,1
3.747710,-0.416960,1
3.266405,0.012518,1
3.199806,0.201051,1
2.449981,0.175666,1
3.015527,-0.666039,1
3.055291,-0.477796,1
2.983722,-0.983118,1
2.805184,0.769746,1
2.418463,0.490127,1
2.771511,0.362751,1
-2.697120,0.342837,2
-2.575830,-0.752408,2
-2.827045,-0.074139,2
-3.961031,-0.111044,2
-3.381994,0.308228,2
-2.599157,0.438496,2
-3.163578,0.286805,2
-2.664311,-0.035719,2
-2.285053,0.111547,2
-3.595796,-0.250310,2
-3.632051,-0.045369,2
-3.054864,-0.220749,2
-2.929594,-0.162338,2
-2.762541,-0.540911,2
-2.457811,-0.601538,2
-3.538035,0.777137,2
-2.853364,-0.788934,2
-2.809655,-0.092462,2
-3.308062,0.919403,2
-3.970394,-0.017968,2
-3.332026,-0.221330,2
-2.679173,0.521163,2
-2.186732,-0.536953,2
-3.013009,-0.082401,2
-3.464085,0.458797,2
-2.632916,0.683901,2
-3.315788,0.017903,2
-2.833584,-0.684569,2
-2.722148,-0.502344,2
-2.608905,0.443179,2
-0.116409,2.618886,3
0.444504,3.491508,3
0.432449,3.774495,3
-0.047549,3.634562,3
0.450086,2.844335,3
0.186843,3.706688,3
-0.561919,3.334167,3
-0.362217,2.657112,3
-0.294208,3.296888,3
0.619487,3.285343,3
0.659865,3.446317,3
0.420118,3.055572,3
0.135451,2.129250,3
0.218436,3.067538,3
0.498135,2.895371,3
-0.601582,3.548497,3
0.268449,3.662073,3
0.308424,3.293211,3
0.854454,2.895231,3
0.289940,2.606960,3
0.715985,3.467443,3
0.394178,2.772903,3
0.016665,2.986915,3
-0.350178,2.515348,3
-0.003839,3.107724,3
0.272210,2.287469,3
-0.003684,2.460306,3
-0.811876,2.976918,3
-0.007967,2.918130,3
0.175357,3.715249,3
0.856338,-2.928918,4
-0.253287,-2.355499,4
-0.157290,-3.035242,4
-0.185927,-2.834190,4
0.436804,-2.849058,4
-0.058330,-3.539877,4
-0.255410,-2.573785,4
0.374246,-3.881493,4
0.053112,-3.694830,4
0.563714,-2.668933,4
-0.609027,-2.316553,4
0.109072,-2.872739,4
0.273431,-3.549045,4
0.042376,-3.013402,4
0.764060,-2.974825,4
-0.448767,-2.892567,4
-0.763126,-3.121529,4
0.507290,-3.698450,4
-0.262387,-2.793600,4
0.638189,-2.885896,4
-0.715655,-3.174318,4
-0.148243,-2.348742,4
-0.436461,-3.189614,4
-0.015747,-3.601469,4
-0.380327,-2.120669,4
-0.078679,-2.969195,4
0.725907,-2.642703,4
-0.118512,-2.391662,4
0.378156,-3.742474,4
-0.154151,-2.382802,4
